"V1","V3","V4"
"GO:0070837","dehydroascorbic acid transport","GO:0006810","transport"
"GO:0006613","cotranslational protein targeting to membrane","GO:0006810","transport"
"GO:0006620","posttranslational protein targeting to endoplasmic reticulum membrane","GO:0006810","transport"
"GO:1990182","exosomal secretion","GO:0006810","transport"
"GO:0035434","copper ion transmembrane transport","GO:0006810","transport"
"GO:0015677","copper ion import","GO:0006810","transport"
"GO:0072321","chaperone-mediated protein transport","GO:0006810","transport"
"GO:0030970","retrograde protein transport, ER to cytosol","GO:0006810","transport"
"GO:0044351","macropinocytosis","GO:0006810","transport"
"GO:0070508","cholesterol import","GO:0006810","transport"
"GO:0015837","amine transport","GO:0006810","transport"
"GO:0033700","phospholipid efflux","GO:0006810","transport"
"GO:0042953","lipoprotein transport","GO:0006810","transport"
"GO:0006824","cobalt ion transport","GO:0006810","transport"
"GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","GO:0006810","transport"
"GO:0033227","dsRNA transport","GO:0006810","transport"
"GO:0070296","sarcoplasmic reticulum calcium ion transport","GO:0006810","transport"
"GO:0044341","sodium-dependent phosphate transport","GO:0006810","transport"
"GO:0015889","cobalamin transport","GO:0006810","transport"
"GO:0002553","histamine secretion by mast cell","GO:0006810","transport"
"GO:0015908","fatty acid transport","GO:0006810","transport"
"GO:0000301","retrograde transport, vesicle recycling within Golgi","GO:0006810","transport"
"GO:0045324","late endosome to vacuole transport","GO:0006810","transport"
"GO:0034755","iron ion transmembrane transport","GO:0006810","transport"
"GO:1902603","carnitine transmembrane transport","GO:0006810","transport"
"GO:0015879","carnitine transport","GO:0006810","transport"
"GO:0086009","membrane repolarization","GO:0006810","transport"
"GO:0032782","bile acid secretion","GO:0006810","transport"
"GO:0017038","protein import","GO:0006810","transport"
"GO:0098914","membrane repolarization during atrial cardiac muscle cell action potential","GO:0006810","transport"
"GO:0086011","membrane repolarization during action potential","GO:0006810","transport"
"GO:0086013","membrane repolarization during cardiac muscle cell action potential","GO:0006810","transport"
"GO:0046618","drug export","GO:0006810","transport"
"GO:0007589","body fluid secretion","GO:0006810","transport"
"GO:0051583","dopamine uptake involved in synaptic transmission","GO:0006810","transport"
"GO:0120009","intermembrane lipid transfer","GO:0006810","transport"
"GO:0089709","L-histidine transmembrane transport","GO:0006810","transport"
"GO:0015808","L-alanine transport","GO:0006810","transport"
"GO:0006868","glutamine transport","GO:0006810","transport"
"GO:0097623","potassium ion export across plasma membrane","GO:0006810","transport"
"GO:0035873","lactate transmembrane transport","GO:0006810","transport"
"GO:0051180","vitamin transport","GO:0006810","transport"
"GO:1903352","L-ornithine transmembrane transport","GO:0006810","transport"
"GO:0015793","glycerol transport","GO:0006810","transport"
"GO:0006625","protein targeting to peroxisome","GO:0006810","transport"
"GO:0015866","ADP transport","GO:0006810","transport"
"GO:0015886","heme transport","GO:0006810","transport"
"GO:0072602","interleukin-4 secretion","GO:0006810","transport"
"GO:0015670","carbon dioxide transport","GO:0006810","transport"
"GO:0046903","secretion","GO:0006810","transport"
"GO:0046541","saliva secretion","GO:0006810","transport"
"GO:0015884","folic acid transport","GO:0006810","transport"
"GO:0015722","canalicular bile acid transport","GO:0006810","transport"
"GO:0042908","xenobiotic transport","GO:0006810","transport"
"GO:0015671","oxygen transport","GO:0006810","transport"
"GO:0046686","response to cadmium ion","GO:0008150","biological process"
"GO:0046689","response to mercury ion","GO:0008150","biological process"
"GO:0009408","response to heat","GO:0008150","biological process"
"GO:0009725","response to hormone","GO:0008150","biological process"
"GO:0010243","response to organonitrogen compound","GO:0008150","biological process"
"GO:0031100","animal organ regeneration","GO:0008150","biological process"
"GO:0033590","response to cobalamin","GO:0008150","biological process"
"GO:0033762","response to glucagon","GO:0008150","biological process"
"GO:0042538","hyperosmotic salinity response","GO:0008150","biological process"
"GO:0046688","response to copper ion","GO:0008150","biological process"
"GO:0055093","response to hyperoxia","GO:0008150","biological process"
"GO:0035094","response to nicotine","GO:0008150","biological process"
"GO:0042220","response to cocaine","GO:0008150","biological process"
"GO:0021549","cerebellum development","GO:0008150","biological process"
"GO:0009642","response to light intensity","GO:0008150","biological process"
"GO:0071385","cellular response to glucocorticoid stimulus","GO:0008150","biological process"
"GO:0009409","response to cold","GO:0008150","biological process"
"GO:0006119","oxidative phosphorylation","GO:0008150","biological process"
"GO:0051602","response to electrical stimulus","GO:0008150","biological process"
"GO:0033194","response to hydroperoxide","GO:0008150","biological process"
"GO:0097190","apoptotic signaling pathway","GO:0008150","biological process"
"GO:0031295","T cell costimulation","GO:0008150","biological process"
"GO:0016045","detection of bacterium","GO:0008150","biological process"
"GO:0002218","activation of innate immune response","GO:0008150","biological process"
"GO:0045022","early endosome to late endosome transport","GO:0008150","biological process"
"GO:0039694","viral RNA genome replication","GO:0008150","biological process"
"GO:0036465","synaptic vesicle recycling","GO:0008150","biological process"
"GO:0038166","angiotensin-activated signaling pathway","GO:0008150","biological process"
"GO:0060414","aorta smooth muscle tissue morphogenesis","GO:0008150","biological process"
"GO:0016446","somatic hypermutation of immunoglobulin genes","GO:0008150","biological process"
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","GO:0008150","biological process"
"GO:0009411","response to UV","GO:0008150","biological process"
"GO:0008340","determination of adult lifespan","GO:0008150","biological process"
"GO:0097193","intrinsic apoptotic signaling pathway","GO:0008150","biological process"
"GO:0045190","isotype switching","GO:0008150","biological process"
"GO:0016447","somatic recombination of immunoglobulin gene segments","GO:0008150","biological process"
"GO:0051096","positive regulation of helicase activity","GO:0008150","biological process"
"GO:0035108","limb morphogenesis","GO:0008150","biological process"
"GO:0030326","embryonic limb morphogenesis","GO:0008150","biological process"
"GO:0048048","embryonic eye morphogenesis","GO:0008150","biological process"
"GO:0060346","bone trabecula formation","GO:0008150","biological process"
"GO:0009653","anatomical structure morphogenesis","GO:0008150","biological process"
"GO:0031427","response to methotrexate","GO:0008150","biological process"
"GO:0060716","labyrinthine layer blood vessel development","GO:0008150","biological process"
"GO:0007599","hemostasis","GO:0008150","biological process"
"GO:0046716","muscle cell cellular homeostasis","GO:0008150","biological process"
"GO:0045445","myoblast differentiation","GO:0008150","biological process"
"GO:0060707","trophoblast giant cell differentiation","GO:0008150","biological process"
"GO:0051702","interaction with symbiont","GO:0008150","biological process"
"GO:0042246","tissue regeneration","GO:0008150","biological process"
"GO:0048771","tissue remodeling","GO:0008150","biological process"
"GO:0007435","salivary gland morphogenesis","GO:0008150","biological process"
"GO:0001707","mesoderm formation","GO:0008150","biological process"
"GO:0009888","tissue development","GO:0008150","biological process"
"GO:0007098","centrosome cycle","GO:0008150","biological process"
"GO:0016064","immunoglobulin mediated immune response","GO:0008150","biological process"
"GO:0019882","antigen processing and presentation","GO:0008150","biological process"
"GO:0045059","positive thymic T cell selection","GO:0008150","biological process"
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","GO:0008150","biological process"
"GO:0001516","prostaglandin biosynthetic process","GO:0008150","biological process"
"GO:0045060","negative thymic T cell selection","GO:0008150","biological process"
"GO:0044237","cellular metabolic process","GO:0008150","biological process"
"GO:0003300","cardiac muscle hypertrophy","GO:0008150","biological process"
"GO:0006081","cellular aldehyde metabolic process","GO:0008150","biological process"
"GO:0006068","ethanol catabolic process","GO:0008150","biological process"
"GO:0007631","feeding behavior","GO:0008150","biological process"
"GO:0010737","protein kinase A signaling","GO:0008150","biological process"
"GO:0019933","cAMP-mediated signaling","GO:0008150","biological process"
"GO:0035902","response to immobilization stress","GO:0008150","biological process"
"GO:0001541","ovarian follicle development","GO:0008150","biological process"
"GO:0001662","behavioral fear response","GO:0008150","biological process"
"GO:0034260","negative regulation of GTPase activity","GO:0008150","biological process"
"GO:0097755","positive regulation of blood vessel diameter","GO:0008150","biological process"
"GO:0007190","activation of adenylate cyclase activity","GO:0008150","biological process"
"GO:0021983","pituitary gland development","GO:0008150","biological process"
"GO:0042594","response to starvation","GO:0008150","biological process"
"GO:0060078","regulation of postsynaptic membrane potential","GO:0008150","biological process"
"GO:0097011","cellular response to granulocyte macrophage colony-stimulating factor stimulus","GO:0008150","biological process"
"GO:0031214","biomineral tissue development","GO:0008150","biological process"
"GO:0030282","bone mineralization","GO:0008150","biological process"
"GO:0019915","lipid storage","GO:0008150","biological process"
"GO:0055089","fatty acid homeostasis","GO:0008150","biological process"
"GO:0022008","neurogenesis","GO:0008150","biological process"
"GO:0035019","somatic stem cell population maintenance","GO:0008150","biological process"
"GO:0043586","tongue development","GO:0008150","biological process"
"GO:0048468","cell development","GO:0008150","biological process"
"GO:0050872","white fat cell differentiation","GO:0008150","biological process"
"GO:0050873","brown fat cell differentiation","GO:0008150","biological process"
"GO:0006986","response to unfolded protein","GO:0008150","biological process"
"GO:0048675","axon extension","GO:0008150","biological process"
"GO:0007628","adult walking behavior","GO:0008150","biological process"
"GO:0007611","learning or memory","GO:0008150","biological process"
"GO:0010288","response to lead ion","GO:0008150","biological process"
"GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","GO:0008150","biological process"
"GO:0010917","negative regulation of mitochondrial membrane potential","GO:0008150","biological process"
"GO:0008088","axo-dendritic transport","GO:0008150","biological process"
"GO:0048873","homeostasis of number of cells within a tissue","GO:0008150","biological process"
"GO:0030595","leukocyte chemotaxis","GO:0008150","biological process"
"GO:0038180","nerve growth factor signaling pathway","GO:0008150","biological process"
"GO:0030833","regulation of actin filament polymerization","GO:0008150","biological process"
"GO:0031589","cell-substrate adhesion","GO:0008150","biological process"
"GO:0050918","positive chemotaxis","GO:0008150","biological process"
"GO:0071353","cellular response to interleukin-4","GO:0008150","biological process"
"GO:0043029","T cell homeostasis","GO:0008150","biological process"
"GO:0008064","regulation of actin polymerization or depolymerization","GO:0008150","biological process"
"GO:0032922","circadian regulation of gene expression","GO:0008150","biological process"
