	gene	chr	start	end	tissue	cell.type
2031	Mical3	chr6	120988722	120990025	Heart	Heart.cardiac muscle cell
2032	Mical3	chr6	121003198	121004389	Heart	Heart.cardiac muscle cell
2033	Mical3	chr6	121017573	121018412	Heart	Heart.cardiac muscle cell
2034	Mical3	chr6	121019140	121019849	Heart	Heart.cardiac muscle cell
2035	Mical3	chr6	121037175	121038703	Heart	Heart.cardiac muscle cell
2036	Mical3	chr6	121058950	121060902	Heart	Heart.cardiac muscle cell
2037	Mical3	chr6	121061301	121062043	Heart	Heart.cardiac muscle cell
2038	Mical3	chr6	121093288	121094526	Heart	Heart.cardiac muscle cell
2039	Mical3	chr6	121101273	121102525	Heart	Heart.cardiac muscle cell
2040	Mical3	chr6	121120875	121121831	Heart	Heart.cardiac muscle cell
2041	Mical3	chr6	121123048	121123908	Heart	Heart.cardiac muscle cell
2042	Mical3	chr6	121128369	121129858	Heart	Heart.cardiac muscle cell
2048	Mipep	chr14	61389527	61390522	Heart	Heart.cardiac muscle cell
2049	Mipep	chr14	61424649	61426070	Heart	Heart.cardiac muscle cell
2050	Mir1839	chr7	88686740	88687744	Heart	Heart.cardiac muscle cell
2051	Mkrn2	chr6	115536292	115537058	Heart	Heart.cardiac muscle cell
2052	Mllt1	chr17	57036582	57037797	Heart	Heart.cardiac muscle cell
2053	Mllt1	chr17	57047208	57048039	Heart	Heart.cardiac muscle cell
2054	Mlxipl	chr5	135594143	135595136	Heart	Heart.cardiac muscle cell
2055	Mlycd	chr8	121922952	121924544	Heart	Heart.cardiac muscle cell
2056	Mlycd	chr8	121935908	121937311	Heart	Heart.cardiac muscle cell
2057	Mlycd	chr8	121945357	121946791	Heart	Heart.cardiac muscle cell
2061	Mmaa	chr8	81797331	81798578	Heart	Heart.cardiac muscle cell
2062	Mmab	chr5	114910997	114911911	Heart	Heart.cardiac muscle cell
2063	Mmab	chr5	114911951	114913053	Heart	Heart.cardiac muscle cell
2064	Mmachc	chr4	116392040	116392388	Heart	Heart.cardiac muscle cell
2065	Mob1b	chr5	89140637	89141914	Heart	Heart.cardiac muscle cell
2066	Mov10l1	chr15	88850291	88851762	Heart	Heart.cardiac muscle cell
2067	Mpi	chr9	57395054	57395655	Heart	Heart.cardiac muscle cell
2068	Mpi	chr9	57397614	57398722	Heart	Heart.cardiac muscle cell
2069	Mppe1	chr18	67362404	67363393	Heart	Heart.cardiac muscle cell
2070	Mppe1	chr18	67429325	67431081	Heart	Heart.cardiac muscle cell
2071	Mppe1	chr18	67437974	67439390	Heart	Heart.cardiac muscle cell
2072	Mppe1	chr18	67447642	67450489	Heart	Heart.cardiac muscle cell
2073	Mpv17l2	chr8	73244444	73245158	Heart	Heart.cardiac muscle cell
2075	Mpv17l2	chr8	73292904	73293872	Heart	Heart.cardiac muscle cell
2077	Mreg	chr1	72229368	72230186	Heart	Heart.cardiac muscle cell
2078	Mreg	chr1	72233417	72235322	Heart	Heart.cardiac muscle cell
2079	Mreg	chr1	72260986	72262080	Heart	Heart.cardiac muscle cell
2080	Mreg	chr1	72271793	72273782	Heart	Heart.cardiac muscle cell
2081	Mreg	chr1	72278035	72278563	Heart	Heart.cardiac muscle cell
2082	Mreg	chr1	72282581	72284342	Heart	Heart.cardiac muscle cell
2083	Mreg	chr1	72300731	72302684	Heart	Heart.cardiac muscle cell
2084	Mrm1	chr11	84636945	84637518	Heart	Heart.cardiac muscle cell
2085	Mrm1	chr11	84639491	84640294	Heart	Heart.cardiac muscle cell
2086	Mrm1	chr11	84641009	84641370	Heart	Heart.cardiac muscle cell
2087	Mrpl11	chr19	4992752	4993480	Heart	Heart.cardiac muscle cell
2088	Mrpl11	chr19	5001597	5002516	Heart	Heart.cardiac muscle cell
2089	Mrpl12	chr11	120350610	120351341	Heart	Heart.cardiac muscle cell
2090	Mrpl12	chr11	120376724	120377617	Heart	Heart.cardiac muscle cell
2091	Mrpl12	chr11	120381066	120381774	Heart	Heart.cardiac muscle cell
2092	Mrpl12	chr11	120381857	120383031	Heart	Heart.cardiac muscle cell
2093	Mrpl16	chr19	11851221	11852453	Heart	Heart.cardiac muscle cell
2094	Mrpl18	chr17	13072665	13073665	Heart	Heart.cardiac muscle cell
2095	Mrpl18	chr17	13079332	13080806	Heart	Heart.cardiac muscle cell
2096	Mrpl19	chr6	81936420	81938261	Heart	Heart.cardiac muscle cell
2097	Mrpl2	chr17	46798854	46800207	Heart	Heart.cardiac muscle cell
2098	Mrpl2	chr17	46815812	46816380	Heart	Heart.cardiac muscle cell
2099	Mrpl24	chr3	87714433	87715321	Heart	Heart.cardiac muscle cell
2100	Mrpl24	chr3	87764341	87765518	Heart	Heart.cardiac muscle cell
2101	Mrpl3	chr9	104930184	104931462	Heart	Heart.cardiac muscle cell
2102	Mrpl34	chr8	73999987	74001783	Heart	Heart.cardiac muscle cell
2103	Mrpl34	chr8	74018657	74019867	Heart	Heart.cardiac muscle cell
2104	Mrpl34	chr8	74019958	74020854	Heart	Heart.cardiac muscle cell
2105	Mrpl34	chr8	74030800	74032313	Heart	Heart.cardiac muscle cell
2106	Mrpl37	chr4	106691129	106692186	Heart	Heart.cardiac muscle cell
2107	Mrpl39	chr16	84702724	84704124	Heart	Heart.cardiac muscle cell
2108	Mrpl39	chr16	84744966	84746974	Heart	Heart.cardiac muscle cell
2109	Mrpl39	chr16	84783223	84784095	Heart	Heart.cardiac muscle cell
2110	Mrpl44	chr1	79742425	79743438	Heart	Heart.cardiac muscle cell
2111	Mrpl44	chr1	79757146	79759751	Heart	Heart.cardiac muscle cell
2112	Mrpl45	chr11	97163321	97164387	Heart	Heart.cardiac muscle cell
2113	Mrpl45	chr11	97169057	97169417	Heart	Heart.cardiac muscle cell
2114	Mrpl45	chr11	97170599	97171860	Heart	Heart.cardiac muscle cell
2115	Mrpl46	chr7	85936024	85936920	Heart	Heart.cardiac muscle cell
2116	Mrpl46	chr7	85938787	85940442	Heart	Heart.cardiac muscle cell
2117	Mrpl47	chr3	32596794	32597832	Heart	Heart.cardiac muscle cell
2118	Mrpl47	chr3	32652746	32654157	Heart	Heart.cardiac muscle cell
2119	Mrps11	chr7	85936024	85936920	Heart	Heart.cardiac muscle cell
2120	Mrps11	chr7	85938787	85940442	Heart	Heart.cardiac muscle cell
2121	Mrps18b	chr17	36010569	36011999	Heart	Heart.cardiac muscle cell
2122	Mrps18b	chr17	36033313	36035328	Heart	Heart.cardiac muscle cell
2123	Mrps18b	chr17	36040336	36041292	Heart	Heart.cardiac muscle cell
2124	Mrps18c	chr5	101264970	101265536	Heart	Heart.cardiac muscle cell
2125	Mrps18c	chr5	101266623	101267547	Heart	Heart.cardiac muscle cell
2126	Mrps22	chr9	98514255	98514970	Heart	Heart.cardiac muscle cell
2139	Mrps23	chr11	88028431	88030468	Heart	Heart.cardiac muscle cell
2140	Mrps23	chr11	88065538	88067182	Heart	Heart.cardiac muscle cell
2141	Mrps27	chr13	100077417	100078826	Heart	Heart.cardiac muscle cell
2142	Mrps27	chr13	100086416	100087735	Heart	Heart.cardiac muscle cell
2143	Mrps27	chr13	100122666	100124059	Heart	Heart.cardiac muscle cell
2144	Mrps31	chr8	23543257	23544207	Heart	Heart.cardiac muscle cell
2145	Mrps31	chr8	23544724	23545589	Heart	Heart.cardiac muscle cell
2146	Mrps34	chr17	25035850	25036527	Heart	Heart.cardiac muscle cell
2147	Mrps35	chr6	146970715	146972451	Heart	Heart.cardiac muscle cell
2148	Mrps35	chr6	146977940	146979338	Heart	Heart.cardiac muscle cell
2149	Mrps35	chr6	147007434	147008408	Heart	Heart.cardiac muscle cell
2150	Mrps35	chr6	147012377	147013927	Heart	Heart.cardiac muscle cell
2151	Mrps6	chr16	92057329	92059845	Heart	Heart.cardiac muscle cell
2153	Mrrf	chr2	36038710	36039503	Heart	Heart.cardiac muscle cell
2154	Mrs2	chr13	25111057	25113441	Heart	Heart.cardiac muscle cell
2155	Mrto4	chr4	138865584	138868289	Heart	Heart.cardiac muscle cell
2156	Mrto4	chr4	138886306	138887532	Heart	Heart.cardiac muscle cell
2157	Mrto4	chr4	138892332	138893782	Heart	Heart.cardiac muscle cell
2158	Mt3	chr8	96690723	96691937	Heart	Heart.cardiac muscle cell
2159	Mt3	chr8	96706573	96707631	Heart	Heart.cardiac muscle cell
2160	Mt3	chr8	96710260	96711052	Heart	Heart.cardiac muscle cell
2161	Mt3	chr8	96713056	96713945	Heart	Heart.cardiac muscle cell
2162	Mt3	chr8	96723024	96723940	Heart	Heart.cardiac muscle cell
2163	Mta1	chr12	114293942	114295950	Heart	Heart.cardiac muscle cell
2164	Mta1	chr12	114356959	114358345	Heart	Heart.cardiac muscle cell
2171	Mtf1	chr4	124494563	124495480	Heart	Heart.cardiac muscle cell
2173	Mthfsd	chr8	123636910	123637783	Heart	Heart.cardiac muscle cell
2174	Mtrr	chr13	68711011	68712745	Heart	Heart.cardiac muscle cell
2175	Mtus2	chr5	148804014	148804961	Heart	Heart.cardiac muscle cell
2176	Mtus2	chr5	149083221	149084825	Heart	Heart.cardiac muscle cell
2177	Mtus2	chr5	149091484	149092792	Heart	Heart.cardiac muscle cell
2178	Mtx1	chr3	88999956	89001207	Heart	Heart.cardiac muscle cell
2179	Mul1	chr4	138002789	138004106	Heart	Heart.cardiac muscle cell
2181	Mybpc3	chr2	90941395	90942222	Heart	Heart.cardiac muscle cell
2182	Mybpc3	chr2	90954865	90955782	Heart	Heart.cardiac muscle cell
2183	Mybpc3	chr2	90970159	90970694	Heart	Heart.cardiac muscle cell
2184	Mybpc3	chr2	90976126	90978796	Heart	Heart.cardiac muscle cell
2185	Mybphl	chr3	108191780	108192740	Heart	Heart.cardiac muscle cell
2186	Myh14	chr7	51902738	51903506	Heart	Heart.cardiac muscle cell
2187	Myh14	chr7	51931888	51932895	Heart	Heart.cardiac muscle cell
2188	Myh14	chr7	51938541	51939781	Heart	Heart.cardiac muscle cell
2189	Myh14	chr7	51952259	51953125	Heart	Heart.cardiac muscle cell
2190	Myh6	chr14	55557120	55557345	Heart	Heart.cardiac muscle cell
2191	Myh6	chr14	55557372	55560595	Heart	Heart.cardiac muscle cell
2192	Myh6	chr14	55564378	55565046	Heart	Heart.cardiac muscle cell
2193	Myh6	chr14	55565287	55565593	Heart	Heart.cardiac muscle cell
2194	Myh6	chr14	55573326	55573592	Heart	Heart.cardiac muscle cell
2195	Myh6	chr14	55574419	55574943	Heart	Heart.cardiac muscle cell
2196	Myh6	chr14	55579167	55579550	Heart	Heart.cardiac muscle cell
2197	Myh6	chr14	55579646	55579978	Heart	Heart.cardiac muscle cell
2198	Myh6	chr14	55580149	55580983	Heart	Heart.cardiac muscle cell
2199	Myh6	chr14	55596675	55597165	Heart	Heart.cardiac muscle cell
2200	Myh6	chr14	55597217	55597769	Heart	Heart.cardiac muscle cell
2201	Myh6	chr14	55607341	55608200	Heart	Heart.cardiac muscle cell
2202	Myh6	chr14	55608438	55609493	Heart	Heart.cardiac muscle cell
2203	Myh6	chr14	55615669	55615984	Heart	Heart.cardiac muscle cell
2204	Myh6	chr14	55621211	55623873	Heart	Heart.cardiac muscle cell
2205	Myh7	chr14	55564378	55565046	Heart	Heart.cardiac muscle cell
2206	Myh7	chr14	55565287	55565593	Heart	Heart.cardiac muscle cell
2207	Myh7	chr14	55573326	55573592	Heart	Heart.cardiac muscle cell
2208	Myh7	chr14	55574419	55574943	Heart	Heart.cardiac muscle cell
2209	Myh7	chr14	55579167	55579550	Heart	Heart.cardiac muscle cell
2210	Myh7	chr14	55579646	55579978	Heart	Heart.cardiac muscle cell
2211	Myh7	chr14	55580149	55580983	Heart	Heart.cardiac muscle cell
2212	Myh7	chr14	55596675	55597165	Heart	Heart.cardiac muscle cell
2213	Myh7	chr14	55597217	55597769	Heart	Heart.cardiac muscle cell
2214	Myh7	chr14	55607341	55608200	Heart	Heart.cardiac muscle cell
2215	Myh7	chr14	55608438	55609493	Heart	Heart.cardiac muscle cell
2216	Myh7	chr14	55615669	55615984	Heart	Heart.cardiac muscle cell
2217	Myh7	chr14	55621211	55623873	Heart	Heart.cardiac muscle cell
2218	Myl1	chr1	66941908	66943440	Heart	Heart.cardiac muscle cell
2219	Myl1	chr1	66986324	66987217	Heart	Heart.cardiac muscle cell
2220	Myl1	chr1	66987347	66988032	Heart	Heart.cardiac muscle cell
2221	Myl4	chr11	104418887	104420629	Heart	Heart.cardiac muscle cell
2222	Myl4	chr11	104451019	104452166	Heart	Heart.cardiac muscle cell
2223	Myl7	chr11	5785989	5786954	Heart	Heart.cardiac muscle cell
2224	Mylk3	chr8	87909941	87910621	Heart	Heart.cardiac muscle cell
2225	Mylk3	chr8	87920808	87921986	Heart	Heart.cardiac muscle cell
2226	Mylk3	chr8	87952895	87953496	Heart	Heart.cardiac muscle cell
2227	Mylk4	chr13	32855018	32855500	Heart	Heart.cardiac muscle cell
2228	Mylk4	chr13	32855583	32856780	Heart	Heart.cardiac muscle cell
2229	Mylk4	chr13	32859841	32860330	Heart	Heart.cardiac muscle cell
2230	Mylk4	chr13	32860759	32861486	Heart	Heart.cardiac muscle cell
2231	Mylk4	chr13	32861763	32862277	Heart	Heart.cardiac muscle cell
2232	Mylk4	chr13	32867358	32868838	Heart	Heart.cardiac muscle cell
2233	Mylk4	chr13	32885963	32887771	Heart	Heart.cardiac muscle cell
2234	Mynn	chr3	30493942	30494835	Heart	Heart.cardiac muscle cell
2235	Myo18b	chr5	113282059	113282848	Heart	Heart.cardiac muscle cell
2236	Myo18b	chr5	113299511	113300630	Heart	Heart.cardiac muscle cell
2237	Myo18b	chr5	113315434	113316999	Heart	Heart.cardiac muscle cell
2238	Myo18b	chr5	113369966	113370750	Heart	Heart.cardiac muscle cell
2239	Myo5b	chr18	74590462	74591421	Heart	Heart.cardiac muscle cell
2241	Myom2	chr8	15042306	15043701	Heart	Heart.cardiac muscle cell
2242	Myom2	chr8	15048981	15049963	Heart	Heart.cardiac muscle cell
2243	Myom2	chr8	15062581	15063072	Heart	Heart.cardiac muscle cell
2244	Myom2	chr8	15077059	15077984	Heart	Heart.cardiac muscle cell
2245	Myoz2	chr3	122773245	122774532	Heart	Heart.cardiac muscle cell
2246	Myoz2	chr3	122783692	122785049	Heart	Heart.cardiac muscle cell
2247	Mypn	chr10	62618091	62620605	Heart	Heart.cardiac muscle cell
2248	Mypn	chr10	62620917	62621367	Heart	Heart.cardiac muscle cell
2249	Mypn	chr10	62641934	62642706	Heart	Heart.cardiac muscle cell
2250	Naa10	chrX	71159739	71161090	Heart	Heart.cardiac muscle cell
2251	Naa25	chr5	121826225	121826803	Heart	Heart.cardiac muscle cell
2252	Naa35	chr13	59647109	59648041	Heart	Heart.cardiac muscle cell
2253	Naa35	chr13	59648219	59649661	Heart	Heart.cardiac muscle cell
2254	Naa35	chr13	59711512	59712367	Heart	Heart.cardiac muscle cell
2255	Naa35	chr13	59725874	59727245	Heart	Heart.cardiac muscle cell
2256	Nap1l4	chr7	150773312	150774526	Heart	Heart.cardiac muscle cell
2257	Narfl	chr17	25950128	25950987	Heart	Heart.cardiac muscle cell
2258	Nars2	chr7	104134101	104134854	Heart	Heart.cardiac muscle cell
2259	Nat9	chr11	115063097	115064571	Heart	Heart.cardiac muscle cell
2260	Nat9	chr11	115076361	115077116	Heart	Heart.cardiac muscle cell
2261	Nat9	chr11	115078807	115079965	Heart	Heart.cardiac muscle cell
2262	Nat9	chr11	115080237	115081477	Heart	Heart.cardiac muscle cell
2263	Nat9	chr11	115090488	115091464	Heart	Heart.cardiac muscle cell
2264	Nav2	chr7	56462147	56463026	Heart	Heart.cardiac muscle cell
2265	Nav2	chr7	56488329	56488978	Heart	Heart.cardiac muscle cell
2266	Nav2	chr7	56490674	56491607	Heart	Heart.cardiac muscle cell
2267	Nav2	chr7	56505405	56505937	Heart	Heart.cardiac muscle cell
2268	Nav2	chr7	56512761	56513920	Heart	Heart.cardiac muscle cell
2269	Nav2	chr7	56517373	56517998	Heart	Heart.cardiac muscle cell
2270	Nav2	chr7	56521459	56522531	Heart	Heart.cardiac muscle cell
2271	Nav2	chr7	56522731	56524186	Heart	Heart.cardiac muscle cell
2272	Nav2	chr7	56527715	56528572	Heart	Heart.cardiac muscle cell
2273	Nbn	chr4	15850688	15852017	Heart	Heart.cardiac muscle cell
2274	Nbn	chr4	15864416	15867453	Heart	Heart.cardiac muscle cell
2275	Ncbp1	chr4	46107556	46108806	Heart	Heart.cardiac muscle cell
2276	Ndufaf1	chr2	119515906	119516805	Heart	Heart.cardiac muscle cell
2277	Ndufaf2	chr13	108942580	108943715	Heart	Heart.cardiac muscle cell
2278	Ndufaf3	chr9	108488312	108488901	Heart	Heart.cardiac muscle cell
2279	Ndufaf3	chr9	108489648	108491970	Heart	Heart.cardiac muscle cell
2280	Ndufb7	chr8	86096703	86097982	Heart	Heart.cardiac muscle cell
2281	Ndufb7	chr8	86098225	86099253	Heart	Heart.cardiac muscle cell
2282	Ndufb7	chr8	86099822	86100157	Heart	Heart.cardiac muscle cell
2283	Ndufb7	chr8	86101000	86101732	Heart	Heart.cardiac muscle cell
2284	Ndufb7	chr8	86102088	86102910	Heart	Heart.cardiac muscle cell
2285	Ndufb7	chr8	86104378	86105098	Heart	Heart.cardiac muscle cell
2286	Ndufc2	chr7	104573192	104573891	Heart	Heart.cardiac muscle cell
2287	Ndufc2	chr7	104576370	104576935	Heart	Heart.cardiac muscle cell
2288	Ndufc2	chr7	104594648	104596323	Heart	Heart.cardiac muscle cell
2289	Ndufs1	chr1	63227588	63228015	Heart	Heart.cardiac muscle cell
2290	Ndufs1	chr1	63228672	63229203	Heart	Heart.cardiac muscle cell
2291	Ndufs1	chr1	63229235	63229948	Heart	Heart.cardiac muscle cell
2292	Ndufs8	chr19	3945737	3947394	Heart	Heart.cardiac muscle cell
2293	Nebl	chr2	17381415	17382478	Heart	Heart.cardiac muscle cell
2294	Nebl	chr2	17445177	17446298	Heart	Heart.cardiac muscle cell
2295	Nebl	chr2	17545472	17546138	Heart	Heart.cardiac muscle cell
2296	Nedd1	chr10	92180669	92181204	Heart	Heart.cardiac muscle cell
2297	Nedd4l	chr18	65046246	65049348	Heart	Heart.cardiac muscle cell
2298	Nek7	chr1	140472977	140473849	Heart	Heart.cardiac muscle cell
2299	Nek7	chr1	140475894	140476684	Heart	Heart.cardiac muscle cell
2300	Nek9	chr12	86645664	86647188	Heart	Heart.cardiac muscle cell
2301	Nemf	chr12	70461674	70463019	Heart	Heart.cardiac muscle cell
2302	Nemf	chr12	70464762	70465487	Heart	Heart.cardiac muscle cell
2303	Neurl2	chr2	164617851	164619655	Heart	Heart.cardiac muscle cell
2304	Neurl2	chr2	164692000	164693421	Heart	Heart.cardiac muscle cell
2305	Neurl4	chr11	69747298	69748307	Heart	Heart.cardiac muscle cell
2306	Nf2	chr11	4702924	4704702	Heart	Heart.cardiac muscle cell
2307	Nfe2l1	chr11	96721778	96722416	Heart	Heart.cardiac muscle cell
2308	Ngdn	chr14	55596675	55597165	Heart	Heart.cardiac muscle cell
2309	Ngdn	chr14	55597217	55597769	Heart	Heart.cardiac muscle cell
2310	Ngdn	chr14	55607341	55608200	Heart	Heart.cardiac muscle cell
2311	Ngdn	chr14	55608438	55609493	Heart	Heart.cardiac muscle cell
2312	Ngdn	chr14	55615669	55615984	Heart	Heart.cardiac muscle cell
2313	Ngdn	chr14	55621211	55623873	Heart	Heart.cardiac muscle cell
2315	Ngrn	chr7	87360893	87361876	Heart	Heart.cardiac muscle cell
2316	Nhlrc2	chr19	56607393	56608813	Heart	Heart.cardiac muscle cell
2317	Nhlrc2	chr19	56630429	56631275	Heart	Heart.cardiac muscle cell
2318	Nhlrc2	chr19	56640416	56640942	Heart	Heart.cardiac muscle cell
2319	Nhlrc2	chr19	56662436	56663814	Heart	Heart.cardiac muscle cell
2320	Nipal3	chr4	135063381	135065000	Heart	Heart.cardiac muscle cell
2321	Nipal3	chr4	135072332	135073598	Heart	Heart.cardiac muscle cell
2322	Nkx2-5	chr17	26931238	26932214	Heart	Heart.cardiac muscle cell
2335	Nlrp10	chr7	116110016	116111212	Heart	Heart.cardiac muscle cell
2336	Nlrx1	chr9	44041129	44043206	Heart	Heart.cardiac muscle cell
2337	Nlrx1	chr9	44056753	44058546	Heart	Heart.cardiac muscle cell
2338	Nme6	chr9	109764457	109766036	Heart	Heart.cardiac muscle cell
2339	Nmnat1	chr4	148819148	148820413	Heart	Heart.cardiac muscle cell
2340	Nmnat1	chr4	148831949	148832558	Heart	Heart.cardiac muscle cell
2341	Nmnat1	chr4	148863633	148864425	Heart	Heart.cardiac muscle cell
2342	Nnt	chr13	120188819	120189908	Heart	Heart.cardiac muscle cell
2343	Nol11	chr11	107063072	107064094	Heart	Heart.cardiac muscle cell
2344	Nol11	chr11	107086468	107088250	Heart	Heart.cardiac muscle cell
2345	Nol11	chr11	107094768	107095736	Heart	Heart.cardiac muscle cell
2346	Nol7	chr13	43460442	43461675	Heart	Heart.cardiac muscle cell
2347	Nop16	chr13	54657761	54659498	Heart	Heart.cardiac muscle cell
2348	Nop16	chr13	54665637	54668107	Heart	Heart.cardiac muscle cell
2349	Nop16	chr13	54697468	54698697	Heart	Heart.cardiac muscle cell
2350	Nosip	chr7	52280295	52281904	Heart	Heart.cardiac muscle cell
2351	Nosip	chr7	52330508	52331203	Heart	Heart.cardiac muscle cell
2352	Nosip	chr7	52333776	52334441	Heart	Heart.cardiac muscle cell
2353	Nosip	chr7	52335064	52335762	Heart	Heart.cardiac muscle cell
2354	Npc1	chr18	12353045	12354040	Heart	Heart.cardiac muscle cell
2355	Npc1	chr18	12354185	12355834	Heart	Heart.cardiac muscle cell
2356	Npc1	chr18	12411295	12412315	Heart	Heart.cardiac muscle cell
2357	Npc1	chr18	12428181	12429228	Heart	Heart.cardiac muscle cell
2358	Npc1	chr18	12438536	12439371	Heart	Heart.cardiac muscle cell
2359	Nploc4	chr11	120283854	120285471	Heart	Heart.cardiac muscle cell
2360	Nppa	chr4	147336861	147337244	Heart	Heart.cardiac muscle cell
2361	Nppa	chr4	147337390	147338557	Heart	Heart.cardiac muscle cell
2362	Nppa	chr4	147339706	147340422	Heart	Heart.cardiac muscle cell
2363	Nppa	chr4	147382370	147383324	Heart	Heart.cardiac muscle cell
2364	Nppb	chr4	147336861	147337244	Heart	Heart.cardiac muscle cell
2365	Nppb	chr4	147337390	147338557	Heart	Heart.cardiac muscle cell
2366	Nppb	chr4	147339706	147340422	Heart	Heart.cardiac muscle cell
2367	Nppb	chr4	147382370	147383324	Heart	Heart.cardiac muscle cell
2368	Nprl2	chr9	107402871	107403858	Heart	Heart.cardiac muscle cell
2369	Nprl2	chr9	107416631	107417614	Heart	Heart.cardiac muscle cell
2370	Nprl2	chr9	107492421	107493374	Heart	Heart.cardiac muscle cell
2371	Nprl3	chr11	32124513	32125164	Heart	Heart.cardiac muscle cell
2372	Nprl3	chr11	32137817	32138991	Heart	Heart.cardiac muscle cell
2373	Nqo1	chr8	109909756	109911070	Heart	Heart.cardiac muscle cell
2374	Nqo1	chr8	109919858	109920703	Heart	Heart.cardiac muscle cell
2375	Nqo1	chr8	109921079	109922151	Heart	Heart.cardiac muscle cell
2376	Nr0b2	chr4	133118647	133119878	Heart	Heart.cardiac muscle cell
2377	Nr0b2	chr4	133148200	133149218	Heart	Heart.cardiac muscle cell
2379	Nrap	chr19	56416347	56417102	Heart	Heart.cardiac muscle cell
2380	Nrap	chr19	56430799	56433067	Heart	Heart.cardiac muscle cell
2381	Nrap	chr19	56452856	56453902	Heart	Heart.cardiac muscle cell
2382	Nrap	chr19	56480769	56481590	Heart	Heart.cardiac muscle cell
2383	Nrap	chr19	56497036	56498535	Heart	Heart.cardiac muscle cell
2384	Nrap	chr19	56498909	56500693	Heart	Heart.cardiac muscle cell
2385	Nrbp1	chr5	31551853	31552421	Heart	Heart.cardiac muscle cell
2386	Nrbp1	chr5	31552845	31555105	Heart	Heart.cardiac muscle cell
2387	Nrtn	chr17	56866345	56868007	Heart	Heart.cardiac muscle cell
2388	Nrtn	chr17	56879247	56880632	Heart	Heart.cardiac muscle cell
2389	Nrtn	chr17	56901254	56901965	Heart	Heart.cardiac muscle cell
